Approved Symbol	Previous Symbols	Synonyms
AKAP4		p82, hAKAP82, AKAP82, Fsc1, HI, CT99
AKAP5		AKAP75, AKAP79
AKAP6		KIAA0311, mAKAP, AKAP100, PRKA6, ADAP6
AKAP7		AKAP18, AKAP15
AKAP8		AKAP95, DKFZp586B1222
AKAP8L		NAKAP95, HAP95
AKAP8P1		
AKAP9		KIAA0803, AKAP350, AKAP450, CG-NAP, YOTIAO, HYPERION, PRKA9, MU-RMS-40.16A, PPP1R45, LQT11
AKAP10		D-AKAP2, PRKA10, MGC9414
AKAP11		KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161, PPP1R44
AKAP11-IT1~withdrawn		
AKAP12		AKAP250, SSeCKS
AKAP13	LBC	Ht31, BRX, AKAP-Lbc, c-lbc, PROTO-LB, HA-3, ARHGEF13
AKAP14		AKAP28
AKAP17A	CXYorf3, SFRS17A	XE7, XE7Y, DXYS155E, MGC39904, 721P, CCDC133
AKAP17BP	AKAP16B, AKAP16BP	
AKD2~withdrawn		
AKIP1	C11orf17	BCA3
AKIRIN1	C1orf108	FLJ12666
AKIRIN1P1		
AKIRIN1P2		
AKIRIN2	C6orf166	FLJ10342, dJ486L4.2
AKIRIN2-AS1~withdrawn		
AKIRIN2P1		
AKNA		KIAA1968
AKNAD1	C1orf62	MGC26989
AKR1A1		ALR, DD3
AKR1B1	ALDR1	AR
AKR1B1P1	ALDRL1	
AKR1B1P2	ALDRP	
AKR1B1P3	ALDRL3	
AKR1B1P4	ALDRL4	
AKR1B1P5	AKR1B1P	
AKR1B1P6		
AKR1B1P7		
AKR1B1P8		
AKR1B10	AKR1B11	AKR1B12, ARL-1, HIS, ARL1, HSI, ALDRLn
AKR1B10P1		
AKR1B10P2		
AKR1B11~withdrawn		
AKR1B15		
AKR1C1	DDH1	DDH, MBAB, DD1, HAKRC
AKR1C2	DDH2, TDD	DD, BABP, DD2, HAKRD, MCDR2
AKR1C3	HSD17B5	KIAA0119, DDX, HAKRB, PGFS
AKR1C4	CHDR	DD4, HAKRA, C11, 3-alpha-HSD, CDR, MGC22581
AKR1C5P		
AKR1C6P		TAKR
AKR1C7P		
AKR1C8P	AKR1CL1	
AKR1D1	SRD5B1	
AKR1D1P1	SRD5BP1, AKR1D1P	
AKR1E2	AKRDC1, AKR1CL2	MGC10612
AKR7A2		AFAR
AKR7A2P1		AFARP1
AKR7A3		
AKR7L		AFAR3
AKT1		RAC, PKB, PRKBA, AKT
AKT1S1		PRAS40, MGC2865, Lobe
AKT2		
AKT3		PKBG, RAC-gamma, PRKBG
AKT3-IT1		
AKTIP	FTS	FLJ13258
AKU~withdrawn		
ALAD		ALADH, PBGS
ALAS1	ALAS3, ALAS	
ALAS2	ASB	
ALAS3~withdrawn		
ALB		
ALCAM		CD166, MEMD
ALDH1A1	PUMB1, ALDH1	RALDH1
ALDH1A2		RALDH2
ALDH1A3	ALDH6	RALDH3
ALDH1B1	ALDH5	ALDHX
ALDH1L1	FTHFD	10-fTHF
ALDH1L1-AS1		
ALDH1L1-AS2		
ALDH1L2		FLJ38508, mtFDH
ALDH2		
ALDH3A1	ALDH3	
ALDH3A2	SLS, ALDH10	FALDH
ALDH3B1	ALDH7	
ALDH3B2	ALDH8	
ALDH4A1	ALDH4	P5CDh
ALDH5A1		SSADH, SSDH
ALDH6A1	MMSDH	
ALDH7A1	ATQ1	EPD, PDE
ALDH7A1P1	ATQL1	
ALDH7A1P2	ATQL2	
ALDH7A1P3	ATQL3	
ALDH7A1P4	ATQL4	
ALDH8A1		ALDH12
ALDH9A1	ALDH7, ALDH4, ALDH9	E3
ALDH16A1		MGC10204
ALDH18A1	GSAS, PYCS, SPG9	P5CS
ALDL1~withdrawn		
ALDOA		
ALDOAP1		
ALDOAP2		
ALDOB		
ALDOC		
ALDR1~withdrawn		
ALDRL2~withdrawn		
ALDRL5~withdrawn		
ALD~withdrawn		
ALFN1~withdrawn		
ALG1		HMT-1, HMAT1, CDG1K, Mat-1
ALG1L		ALG1L1
ALG1L2		
ALG1L3P		
ALG1L5P		
ALG1L6P		
ALG1L7P		
ALG1L8P		
ALG1L9P		
ALG1L10P		
ALG1L11P		
ALG1L12P		
ALG1L13P		
ALG1L14P		
ALG1L15P		
ALG2		CDGIi, FLJ14511, hALPG2, NET38, CDG1I
ALG3		NOT56L, Not56, CDGS4, D16Ertd36e
ALG3P1		
ALG5		bA421P11.2
ALG6		
ALG8		MGC2840
ALG9	DIBD1	
ALG9-IT1		
ALG10		FLJ14751, DIE2, ALG10A
ALG10B		KCR1
ALG11		KIAA0266, CDG1P
ALG12		ECM39, CDG1G
ALG13	GLT28D1, CXorf45	MDS031, YGL047W, FLJ23018, TDRD13, CDG1S
ALG13-AS1		
ALG14		MGC19780
ALK		CD246
ALKAL1	FAM150A	UNQ9433, AUGB
ALKAL2	FAM150B	AUGA
ALKBH1	ALKBH	hABH, alkB, ABH
ALKBH2		MGC90512, ABH2
ALKBH3		DEPC-1
ALKBH3-AS1		
ALKBH4		FLJ20013
ALKBH5	OFOXD1	FLJ20308
ALKBH6		MGC15677
ALKBH7	SPATA11	MGC10974
ALKBH8		MGC10235, TRM9, TRMT9
ALLC		ALC
ALMS1		KIAA0328
ALMS1-IT1		
ALMS1P1	ALMS1L, ALMS1P	
ALOX5		5-LOX
ALOX5AP		FLAP
ALOX12		12S-LOX
ALOX12-AS1		
ALOX12B		12R-LOX
ALOX12P1	ALOX12P	
ALOX12P2		
ALOX15		15-LOX-1
ALOX15B		15-LOX-2
ALOX15P1	ALOX15P	
ALOX15P2		
ALOXE3		eLOX3, E-LOX
ALOXE3P1		
ALPI		
ALPK1		Lak, FLJ22670, KIAA1527
ALPK2		HAK
ALPK3		MAK, KIAA1330, Midori
ALPL	HOPS	TNSALP
ALPP		
ALPPL1~withdrawn		
ALPPL2		
ALPPP		
ALS1~withdrawn		
ALS2	ALS2CR6	
ALS2CL		FLJ36525, RN49018, DKFZp686I0110
ALS2CR1~withdrawn		
ALS2CR6~withdrawn		
ALS2CR12		
ALS2CR14~withdrawn		
ALS2CR16~withdrawn		
ALS2CR17~withdrawn		
ALS2CR18~withdrawn		
ALS3		
ALS5		
ALS6~withdrawn		
ALS7		
ALUNC~withdrawn		
ALX1	CART1	
ALX3	FND	
ALX4	PFM2	FPP, PFM, KIAA1788
ALYREF	THOC4	ALY, BEF, ALY/REF, REF
AMACR		RACE, P504S
AMBN		
AMBP	ITI, ITIL	UTI, HCP, EDC1, HI30, IATIL, ITILC
AMBRA1		FLJ20294, KIAA1736, WDR94, DCAF3
AMCD1~withdrawn		
AMCD2B~withdrawn		
AMCN		AMC, AMCN1, AMC1
AMD1		SAMDC
AMD1P1		
AMD1P2	AMD2, AMD, AMDP1	AMDPX, AMDPY
AMD1P3		
AMD1P4		
AMD2~withdrawn		
AMDHD1		MGC35366
AMDHD2		CGI-14
AMDM~withdrawn		
AMELX	AMG, AIH1	
AMELY	AMGL	
AMER1	FAM123B	RP11-403E24.2, FLJ39827, WTX
AMER2	FAM123A	FLJ25477
AMER3	FAM123C	FLJ38377
AMFR		RNF45, gp78
AMH		MIS
AMHR2		MISR2, MISRII
AMIGO1		AMIGO, KIAA1163
AMIGO2		ALI1, DEGA
AMIGO3		
AMLCR2		
AMMECR1		
AMMECR1-IT1		
AMMECR1L		MGC4268
AMMECR1LP1		
AMN		amnionless
AMN1		
AMOT		KIAA1071
AMOTL1		JEAP
AMOTL2		LCCP
AMPD1		MAD, MADA
AMPD2		SPG63
AMPD3		
AMPH		
AMPHL~withdrawn		
AMT		GCST, NKH
AMTN		UNQ689, RSTI689
AMY1A	AMY1	
AMY1B	AMY1	
AMY1C	AMY1	
AMY2A	AMY2	
AMY2B	AMY2	
AMYP1	AMY2P	
AMZ1		KIAA1950
AMZ2		
AMZ2P1		FLJ32065
AMZ2P2		
AN1~withdrawn		
AN2~withdrawn		
ANAPC1		MCPR, TSG24, APC1
ANAPC1P1		
ANAPC2		APC2, KIAA1406
ANAPC4		APC4
ANAPC5		APC5
ANAPC7		APC7
ANAPC10		APC10, DOC1, DKFZP564L0562
ANAPC10P1	ANAPC10P	
ANAPC11		HSPC214, APC11, Apc11p, MGC882
ANAPC13		SWM1, APC13, DKFZP566D193
ANAPC15	C11orf51	HSPC020, DKFZP564M082, APC15
ANAPC16	C10orf104	bA570G20.3, FLJ33728, APC16, CENP-27
ANCR		
ANE1~withdrawn		
ANG		RNASE5, RAA1
ANGEL1	KIAA0759	Ccr4e
ANGEL2		KIAA0759L, FLJ12793, Ccr4d
ANGPT1		KIAA0003, Ang1
ANGPT2		Ang2
ANGPT3~withdrawn		
ANGPT4		
ANGPT5~withdrawn		
ANGPTL1	ANGPT3	ANG3, AngY, ARP1
ANGPTL2		ARP2, HARP
ANGPTL3	ANGPT5	
ANGPTL4		pp1158, PGAR, ARP4, HFARP, FIAF, NL2
ANGPTL5		
ANGPTL6		ARP5, AGF
ANGPTL7		CDT6, AngX
ANGPTL8	C19orf80	TD26, RIFL
ANHX		
ANIB1		
ANIB2		
ANIB3		
ANIB4		
ANK1	ANK	SPH1
ANK2	LQT4	
ANK3		
ANKAR		FLJ25415
ANKDD1A		FLJ25870
ANKDD1B		
ANKEF1	ANKRD5	FLJ21669, dJ839B4.6
ANKFN1		FLJ38335
ANKFY1		ANKHZN, KIAA1255, ZFYVE14, BTBD23, RANK-5
ANKH	CCAL2, CMDJ	HANK, ANK, CPPDD
ANKHD1		MASK, FLJ20288, FLJ11979, FLJ10042, FLJ14127, KIAA1085, MASK1
ANKHD1-EIF4EBP3		MASK-BP3
ANKIB1		DKFZP434A0225, KIAA1386
ANKK1		X-kinase
ANKL1~withdrawn		
ANKLE1	ANKRD41	FLJ39369, LEMD6
ANKLE2	KIAA0692	LEMD7, Lem4
ANKMY1		FLJ20499, ZMYND13
ANKMY2		DKFZP564O043, ZMYND20
ANKRA2		
ANKRD1		C-193, ALRP, CARP, CVARP, MCARP
ANKRD2		ARPP
ANKRD6		KIAA0957
ANKRD7		TSA806
ANKRD9		
ANKRD10		FLJ20093
ANKRD10-IT1		
ANKRD11		LZ16, T13
ANKRD12		KIAA0874, FLJ20053, GAC-1
ANKRD13A	ANKRD13	NY-REN-25
ANKRD13B		FLJ25555
ANKRD13C		DKFZP566D1346, dJ677H15.3
ANKRD13D		
ANKRD14~withdrawn		
ANKRD16		DKFZP434N1511
ANKRD17		GTAR, KIAA0697, FLJ22206, NY-BR-16, MASK2
ANKRD18A		KIAA2015, FLJ35740
ANKRD18B		bA255A11.3
ANKRD18CP		
ANKRD18DP		
ANKRD18EP		
ANKRD19P	ANKRD19	FLJ36178
ANKRD20A1	ANKRD20A	DKFZp434A171
ANKRD20A2		
ANKRD20A3		
ANKRD20A4		OTTHUMG00000066855
ANKRD20A5P	ANKRD20A5	MGC26718
ANKRD20A6P		
ANKRD20A7P		
ANKRD20A8P	ANKRD20B	
ANKRD20A9P		
ANKRD20A10P	ANKRD20A4P1	
ANKRD20A11P	C21orf81	
ANKRD20A12P		
ANKRD20A13P		
ANKRD20A14P		
ANKRD20A15P		
ANKRD20A16P		
ANKRD20A17P		
ANKRD20A18P	C21orf126	
ANKRD20A19P		
ANKRD20A20P	CCDC29	
ANKRD20A21P		
ANKRD22		MGC22805
ANKRD23		DARP, FLJ32449, MARP3
ANKRD24		KIAA1981
ANKRD26	THC2	KIAA1074
ANKRD26P1		FLJ43980
ANKRD26P2		
ANKRD26P3	LINC00414	
ANKRD26P4		
ANKRD27		FLJ00040, DKFZp434L0718, VARP
ANKRD28		KIAA0379, PITK, PP6-ARS-A, PPP1R65
ANKRD29		FLJ25053
ANKRD30A		NY-BR-1
ANKRD30B		NY-BR-1.1
ANKRD30BL	NCRNA00164, ANKRD30BP3	
ANKRD30BP1	C21orf110, ANKRD30BP	PRED4
ANKRD30BP2	C21orf99	CT85, CTSP-1
ANKRD30BP3		
ANKRD31		FLJ40191
ANKRD33	C12orf7	DKFZp686O1689, PANKY
ANKRD33B		
ANKRD33B-AS1		
ANKRD33B-IT1~withdrawn		
ANKRD34A	ANKRD34	
ANKRD34B		DP58
ANKRD34C		
ANKRD34C-AS1		
ANKRD35		FLJ25124
ANKRD36		UNQ2430
ANKRD36B	KIAA1641	FLJ21281
ANKRD36BP1	ANKRD26L1, ANKRD36BL1	MGC12538
ANKRD36BP2		
ANKRD36C		DKFZp667P0924
ANKRD36P1		
ANKRD37		Lrp2bp
ANKRD39		MGC41816
ANKRD40		MGC15396
ANKRD42		FLJ37874, SARP, PPP1R79
ANKRD44		PP6-ARS-B
ANKRD44-IT1		
ANKRD45		FLJ45235, CT117
ANKRD46		
ANKRD49		FLJ20189, FGIF, GBIF
ANKRD50		KIAA1223
ANKRD52		FLJ34236, PP6-ARS-C
ANKRD53		FLJ12056, FLJ36160
ANKRD54		LIAR
ANKRD54P1		
ANKRD55		FLJ11795
ANKRD57P1		
ANKRD60	C20orf86	bA196N14.3
ANKRD61		
ANKRD62		DKFZp779B1634
ANKRD62P1		
ANKRD62P1-PARP4P3		VWFP1-ANKRD62P1-PARP4P3
ANKRD63		
ANKRD65		
ANKRD66		
ANKS1A	ANKS1	KIAA0229
ANKS1B		EB-1, AIDA-1, cajalin-2, ANKS2
ANKS3		KIAA1977, FLJ32345, FLJ32767
ANKS4B		FLJ38819, HARP
ANKS6	SAMD6, ANKRD14	FLJ36928, NPHP16
ANKUB1	C3orf16	
ANKZF1		FLJ10415, ZNF744
ANLN		ANILLIN, Scraps, scra
ANO1	ORAOV2, TMEM16A	TAOS2, FLJ10261, DOG1
ANO1-AS1		
ANO1-AS2	C11orf78, NCRNA00224	
ANO2	C12orf3, TMEM16B	
ANO3	C11orf25, TMEM16C	GENX-3947, DYT23
ANO4	TMEM16D	FLJ34221, FLJ34272, FLJ35277
ANO5	TMEM16E, LGMD2L	GDD1
ANO6	TMEM16F	DKFZp313M0720
ANO7	PCANAP5, TMEM16G	NGEP, PCANAP5L, IPCA-5
ANO7L1	TMEM16M, C1orf224, ANO7P1	
ANO8	KIAA1623, TMEM16H	
ANO9	TP53I5, TMEM16J	PIG5
ANO10	TMEM16K	FLJ10375, MGC47890, SCAR10
ANOP1		MCOPS4
ANOS1	KAL, ADMLX, KAL1	KALIG-1, WFDC19
ANOS2P	ADMLY, KALP	KAL-Y
ANP32A	C15orf1	LANP, PP32, I1PP2A, PHAPI, MAPM, mapmodulin
ANP32A-IT1	C15orf28, NCRNA00321	FLJ11722, HsT18971
ANP32AP1		
ANP32B		SSP29, PHAPI2, APRIL
ANP32BP1		
ANP32BP2		
ANP32BP3		
ANP32C		PP32R1
ANP32D		PP32R2
ANP32E		LANPL, MGC5350, LANP-L
ANPEP	CD13, PEPN	LAP1, gp150, p150
ANPRA~withdrawn		
ANPRB~withdrawn		
ANPRC~withdrawn		
ANP~withdrawn		
ANT1~withdrawn		
ANT2~withdrawn		
ANT3~withdrawn		
ANTP2~withdrawn		
ANTP3~withdrawn		
ANTP4~withdrawn		
ANTXR1		TEM8, FLJ21776, FLJ10601, ATR
ANTXR2		CMG2, CMG-2, FLJ31074
ANTXRL		
ANTXRLP1		
ANX1~withdrawn		
ANX2L1~withdrawn		
ANX2L2~withdrawn		
ANX2L3~withdrawn		
ANX2L4~withdrawn		
ANX2LG~withdrawn		
ANX2P1~withdrawn		
ANX2P2~withdrawn		
ANX2P3~withdrawn		
ANX2~withdrawn		
ANX3~withdrawn		
ANX4~withdrawn		
ANX5~withdrawn		
ANX6~withdrawn		
ANX7~withdrawn		
ANX8~withdrawn		
ANX11~withdrawn		
ANX13~withdrawn		
ANX31~withdrawn		
ANXA1	ANX1, LPC1	
ANXA2	ANX2, ANX2L4, CAL1H, LPC2D	LIP2
ANXA2P1	LPC2A, ANX2P1, ANX2L1	
ANXA2P2	ANX2P2, ANX2L2, LPC2B	
ANXA2P3	ANX2P3, ANX2L3, LPC2C	LIP2
ANXA2R	C5orf39	AXIIR
ANXA3	ANX3	
ANXA4	ANX4	
ANXA5	ENX2, ANX5	
ANXA6	ANX6	
ANXA7	ANX7	
ANXA8	ANX8	
ANXA8L1	ANXA8L2	bA301J7.3, bA145E20.2
ANXA8L2~withdrawn		
ANXA9	ANX31	
ANXA10		ANX14
ANXA11	ANX11	
ANXA13	ANX13	
AOAH		
AOAH-IT1		
AOC1	ABP1	DAO
AOC2		RAO, DAO2
AOC3		VAP1, HPAO, VAP-1
AOC4P		UPAT
AOM~withdrawn		
AOP1~withdrawn		
AOX1		AO, AOH1
AOX2P	AOX2	AOH2
AOX3P		AOH1
AP1AR	C4orf16	PRO0971, 2C18, gamma-BAR
AP1B1	ADTB1, CLAPB2	BAM22, AP105A
AP1B1P1	ADTB1L1	dJ127L4.2
AP1B1P2	ADTB1L2	dJ127L4.3
AP1G1	CLAPG1, ADTG	
AP1G2		G2AD
AP1M1		AP47, CLAPM2
AP1M2		HSMU1B, mu2, AP1-mu2
AP1S1	CLAPS1, EKV3	AP19, SIGMA1A, WUGSC:H_DJ0747G18.2
AP1S2	MRX59, MRXS5, PGS	SIGMA1B
AP1S2P1		
AP1S3		
AP2A1	CLAPA1, ADTAA	
AP2A2	CLAPA2, ADTAB	DKFZP564D1864, HYPJ, KIAA0899, HIP9
AP2B1	ADTB2, CLAPB1	
AP2M1	CLAPM1	AP50, mu2
AP2S1	CLAPS2, HHC3	FBHOk, FBH3
AP3B1		ADTB3A, HPS2
AP3B2		NAPTB
AP3D1		ADTD
AP3M1		
AP3M2		CLA20, AP47B
AP3S1	CLAPS3	
AP3S2		sigma3b
AP4B1	SPG47	BETA-4
AP4B1-AS1		
AP4E1		AP-4-EPSILON, SPG51
AP4M1		MU-ARP2, MU-4, SPG50
AP4S1		CLA20, AP47B, SPG52
AP5B1		PP1030, AP-5, DKFZp761E198
AP5M1	C14orf108, MUDENG	FLJ10813, MuD, mu5
AP5S1	C20orf29	FLJ11168
AP5Z1	KIAA0415	SPG48, zeta
APAF1		CED4, APAF-1
APAH1~withdrawn		
APBA1	MINT1	D9S411E, X11
APBA2	X11L, MINT2	D15S1518E, LIN-10, MGC:14091, HsT16821
APBA3		X11L2, mint3
APBB1	RIR	Fe65
APBB1IP		INAG1, RIAM
APBB2		FE65L, FE65L1, MGC35575
APBB3		FE65L2
APC		DP2, DP3, DP2.5, PPP1R46
APC2		APCL
APCDD1		B7323
APCDD1L		FLJ90166
APCDD1L-AS1		
APCS		SAP, PTX2, MGC88159
APECED~withdrawn		
APEH	D3F15S2, DNF15S2, D3S48E	
APELA		Ende, ELA, tdl
APEX1	APEX	APE, REF1, HAP1, APX, APEN, REF-1, APE-1
APEX2		APEXL2, APE2, XTH2, ZGRF2
APH1A		APH-1A, CGI-78
APH1B		PSFL, APH-1B, DKFZp564D0372
API1~withdrawn		
API2~withdrawn		
API3~withdrawn		
API4~withdrawn		
API5		AAC-11, API5L1, AAC11
API5P1	API5L1	
API5P2		
API6~withdrawn		
APIP		CGI-29, Mmrp19, APIP2
APITD1-CORT		
APLF	C2orf13	MGC47799, Xip1, ZCCHH1
APLN		apelin, XNPEP2
APLNR	AGTRL1	FLJ90771, APJ, APJR
APLP1		APLP
APLP2	APPL2	APPH
APMAP	C20orf3	BSCv
APNH~withdrawn		
APOA1		
APOA1-AS		
APOA2		
APOA4		
APOA5		RAP3, APOA-V
APOAL~withdrawn		
APOB		
APOBEC1		BEDP, CDAR1, APOBEC-1, HEPR
APOBEC2		ARCD1, ARP1
APOBEC3A		ARP3, PHRBN
APOBEC3AP1		
APOBEC3A_B		
APOBEC3B		PHRBNL, FLJ21201
APOBEC3B-AS1		
APOBEC3C		APOBEC1L, PBI, bK150C2.3, ARDC2, ARDC4, ARP5
APOBEC3D	APOBEC3E	ARP6, APOBEC3DE
APOBEC3E~withdrawn		
APOBEC3F		ARP8, BK150C2.4.MRNA, KA6
APOBEC3G		CEM15, MDS019, dJ494G10.1, FLJ12740, bK150C2.7
APOBEC3H		ARP10
APOBEC4	C1orf169	MGC26594, FLJ25691, RP1-127C7.4
APOBER1~withdrawn		
APOBR		APOB48R, APOB100R
APOC1		
APOC1P1		
APOC2		
APOC3		
APOC4		
APOC4-APOC2		
APOD		
APOE	AD2	
APOEL1~withdrawn		
APOF		
APOH	B2G1	BG
APOJ~withdrawn		
APOL1	APOL	
APOL2		APOL-II
APOL3		CG12-1, APOLIII
APOL4		APOLIV
APOL5		APOLV
APOL6		APOL-VI, APOLVI
APOLD1		FLJ25138, DKFZP434F0318
APOM		ApoM, G3a, NG20
APOO	FAM121B	MGC4825, My025, Mic23, MIC26
APOOL	CXorf33, FAM121A	UNQ8193, AAIR8193, Mic27
APOOP1		
APOOP2		
APOOP3		
APOOP4		
APOOP5		
APOPT1	C14orf153	MGC2562, APOP-1
APP	AD1	
APPBP2		KIAA0228, Hs.84084, PAT1
APPL1		APPL
APPL2		FLJ10659, DIP13B
APPL2~withdrawn		
APPL~withdrawn		
APRT		
APR~withdrawn		
APS~withdrawn		
APT1LG1~withdrawn		
APT1~withdrawn		
APTR	RSBN1L-AS1	
APTX	AXA1	FLJ20157, AOA, AOA1, EAOH, EOAHA
APY~withdrawn		
AQP1	CO	CHIP28
AQP2		
AQP2L~withdrawn		
AQP3		GIL
AQP4		MIWC
AQP4-AS1	C18orf16, CHST9-AS1	FLJ30507
AQP5		
AQP6	AQP2L	
AQP7	AQP7L	AQP9, AQPap
AQP7L~withdrawn		
AQP7P1		
AQP7P2		
AQP7P3		AQPap-3
AQP7P4		
AQP7P5		
AQP8		
AQP9		SSC1, HsT17287
AQP10		
AQP11		
AQP12A	AQP12	
AQP12B	INSSA3	
AQR		KIAA0560, fSAP164, IBP160
AR	DHTR, SBMA	AIS, NR3C4, SMAX1, HUMARA
ARAF	ARAF1	
ARAFP1		
ARAFP2	ARAF2, ARAFPS, ARAF2P	PKS1
ARAFP3	ARAF3P	
ARAP1	CENTD2	
ARAP1-AS1		
ARAP1-AS2		
ARAP2	CENTD1	PARX
ARAP3	CENTD3	FLJ21065, DRAG1
ARA~withdrawn		
ARC		KIAA0278, Arg3.1
ARCN1	COPD	
ARCN2~withdrawn		
AREG	SDGF, AREGB	
AREGB~withdrawn		
AREL1	KIAA0317	FIEL1
ARF1		
ARF1P1		
ARF1P2		
ARF1P3		
ARF2P		MGC57346
ARF2~withdrawn		
ARF3		
ARF4	ARF2	
ARF4-AS1		
ARF4P1	ARF4P	
ARF4P2		dJ885L7.7
ARF4P3		
ARF4P4		
ARF4P5		
ARF5		
ARF6		
ARFGAP1	ARF1GAP	FLJ10767, bA261N11.3
ARFGAP2	ZNF289	IRZ, Zfp289, FLJ14576
ARFGAP3	ARFGAP1	
ARFGEF1		DKFZP434L057, BIG1, ARFGEP1, p200
ARFGEF2		BIG2
ARFGEF3	C6orf92, KIAA1244	dJ171N11.1, BIG3, PPP1R33
ARFIP1		HSU52521
ARFIP2		POR1
ARFRP1		ARP, Arp1, ARL18
ARG1		
ARG2		
ARGFX		
ARGFXP1		
ARGFXP2		
ARGLU1		FLJ10154
ARH6~withdrawn		
ARH12~withdrawn		
ARHGAP1		RhoGAP, p50rhoGAP, CDC42GAP, Cdc42GAP
ARHGAP4		KIAA0131, C1, p115, RhoGAP4, SrGAP4
ARHGAP5	GFI2	RhoGAP5, p190-B, p190BRhoGAP
ARHGAP5-AS1	C14orf128	MGC15504
ARHGAP6		rhoGAPX-1
ARHGAP8		FLJ20185, BPGAP1
ARHGAP9		MGC1295, 10C
ARHGAP10		FLJ20896, FLJ41791, GRAF2
ARHGAP11A		KIAA0013
ARHGAP11B	FAM7B1	B'-T
ARHGAP12		FLJ20737, FLJ10971, FLJ21785
ARHGAP15		BM046
ARHGAP16P	ARHGAP15P	
ARHGAP17		RICH1, FLJ10308, NADRIN, FLJ13219, WBP15
ARHGAP18		MacGAP, bA307O14.2
ARHGAP19		FLJ00194, MGC14258
ARHGAP19-SLIT1		
ARHGAP20		KIAA1391
ARHGAP21		KIAA1424, ARHGAP10
ARHGAP22		RhoGAP2
ARHGAP22-IT1		FLJ35752
ARHGAP23		KIAA1501
ARHGAP23P1		
ARHGAP24		DKFZP564B1162, FLJ33877, FilGAP
ARHGAP25		KIAA0053
ARHGAP26		GRAF, KIAA0621, OPHN1L, OPHN1L1
ARHGAP26-AS1		
ARHGAP26-IT1		
ARHGAP27	SH3D20	CAMGAP1, FLJ43547, SH3P20
ARHGAP27P1		loc146880
ARHGAP27P1-BPTFP1-KPNA2P3		
ARHGAP28		KIAA1314, FLJ10312
ARHGAP29		PARG1
ARHGAP30		FLJ00267
ARHGAP31		CDGAP
ARHGAP31-AS1		
ARHGAP32		GRIT, KIAA0712, MGC1892, RICS, GC-GAP
ARHGAP33	SNX26	FLJ39019, TCGAP
ARHGAP35	GRLF1	GRF-1, p190ARhoGAP, P190A, KIAA1722, p190RhoGAP
ARHGAP36		FLJ30058
ARHGAP39		KIAA1688, Vilse, CrGAP
ARHGAP40	C20orf95	dJ1100H13.4
ARHGAP42		FLJ32810, GRAF3
ARHGAP42P1		
ARHGAP42P2		
ARHGAP42P3	OPHN1P1	
ARHGAP42P4		
ARHGAP42P5		
ARHGAP44		KIAA0672, RICH-2, RICH2
ARHGAP45	HMHA1	KIAA0223, HA-1
ARHGDIA	GDIA1	RHOGDI
ARHGDIB	RAP1GN1, GDIA2, GDID4	Ly-GDI, RhoGDI2
ARHGDIG		RHOGDI-3
ARHGEF1		P115-RHOGEF, SUB1.5, LBCL2
ARHGEF2		LFP40, GEF-H1, KIAA0651, P40
ARHGEF3		STA3, XPLN, GEF3, DKFZP434F2429
ARHGEF3-AS1		
ARHGEF4		STM6, KIAA1112, ASEF
ARHGEF5		TIM, TIM1, GEF5, P60
ARHGEF6	MRX46	alphaPIX, Cool-2, KIAA0006, alpha-PIX, Cool2
ARHGEF7		KIAA0142, PIXB, DKFZp761K1021, Nbla10314, DKFZp686C12170, BETA-PIX, COOL1, P85SPR, P85, P85COOL1, P50BP, PAK3, P50
ARHGEF7-AS1		
ARHGEF7-AS2		
ARHGEF7-IT1		
ARHGEF9		KIAA0424, PEM-2
ARHGEF9-IT1		
ARHGEF10		KIAA0294, Gef10
ARHGEF10L		FLJ10521, KIAA1626
ARHGEF11		KIAA0380, GTRAP48, PDZ-RHOGEF
ARHGEF12		KIAA0382, LARG
ARHGEF15		KIAA0915, Vsm-RhoGEF, ARGEF15, FLJ13791, MGC44868
ARHGEF16		NBR, GEF16
ARHGEF17		TEM4, KIAA0337, p164-RhoGEF
ARHGEF18		P114-RhoGEF, KIAA0521, MGC15913
ARHGEF19		FLJ33962, WGEF
ARHGEF19-AS1		
ARHGEF25		GEFT, p63RhoGEF
ARHGEF26		DKFZP434D146, SGEF
ARHGEF26-AS1		
ARHGEF28		RGNEF, p190RhoGEF, RIP2
ARHGEF33		
ARHGEF34P		
ARHGEF35	ARHGEF5L	FLJ43692, CTAGE4
ARHGEF37		FLJ41603
ARHGEF38		FLJ20184
ARHGEF38-IT1		
ARHGEF39	C9orf100	FLJ14642
ARHGEF40		solo, FLJ10357
ARID1A	C1orf4, SMARCF1	B120, P270, C10rf4, BAF250, BAF250a
ARID1B		KIAA1235, ELD/OSA1, p250R, BAF250b, DAN15, 6A3-5
ARID2		KIAA1557, DKFZp686G052, FLJ30619, BAF200
ARID3A	DRIL1	BRIGHT
ARID3B		BDP, DRIL2
ARID3C		
ARID4A	RBBP1	RBP1, RBP-1
ARID4B	RBP1L1	BCAA, BRCAA1, SAP180
ARID4B-IT1~withdrawn		
ARID5A		MRF-1, RP11-363D14
ARID5B		FLJ21150, MRF2
ARIH1		HARI, HHARI, UBCH7BP, ARI
ARIH2		TRIAD1
ARIH2OS	C3orf71	
ARIH2P1	ARIH2P	
ARL1		ARFL1
ARL2		ARFL2
